,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
9767,-121.31,36.42,,2740.0,615.0,,,2.6629,102700.0
9768,-121.32,36.42,20.0,,269.0,1219.0,,3.0437,76600.0
9769,-121.32,36.43,,,637.0,,618.0,2.7153,114300.0
9770,-121.33,,,622.0,194.0,902.0,,2.625,109100.0
9771,-121.4,36.38,,2288.0,529.0,,410.0,3.3289,
9772,-121.23,36.33,23.0,,536.0,,457.0,3.0543,92400.0
9773,,36.32,12.0,,1082.0,4601.0,,2.9184,
9774,-121.26,36.32,,,41.0,164.0,,2.3,
9775,,36.33,13.0,1642.0,418.0,,,,
9776,-121.24,36.34,33.0,,308.0,,,2.6648,164600.0
9777,-121.12,,16.0,1720.0,473.0,,,2.1107,76200.0
9778,-121.13,36.21,27.0,,352.0,1156.0,,3.1929,
9779,,,30.0,,414.0,1200.0,,1.7548,95800.0
9780,-121.13,36.21,34.0,2504.0,,1810.0,,3.4821,113700.0
9781,,36.2,,1868.0,,,,2.9559,163200.0
9782,,,,,507.0,,,2.6801,100000.0
9783,-121.2,36.14,12.0,,710.0,,,3.9647,135000.0
9784,,36.16,28.0,,249.0,288.0,,,
9785,-121.32,35.95,,372.0,68.0,,,,
9786,-121.0,35.94,16.0,3077.0,628.0,,536.0,3.3724,114600.0
9787,-120.79,,,1916.0,386.0,,314.0,2.4881,87500.0
9788,-120.51,35.91,,,162.0,,118.0,5.3245,
9789,,,14.0,1078.0,261.0,,,3.7083,
9790,,36.25,20.0,,245.0,590.0,,2.6094,
9791,-121.62,36.14,,726.0,274.0,411.0,,3.2375,450000.0
9792,-121.87,36.55,,10053.0,1768.0,3083.0,,5.1506,387500.0
9793,,36.54,22.0,,363.0,,,5.5469,378800.0
9794,-121.77,,18.0,2321.0,358.0,803.0,,10.1854,426000.0
9795,-121.84,36.52,18.0,,533.0,,,,357400.0
9796,,36.49,28.0,2830.0,458.0,898.0,,5.8142,
9797,-121.92,36.57,42.0,3944.0,738.0,,,4.174,394400.0
9798,-121.91,36.55,39.0,,834.0,1782.0,712.0,5.7248,
9799,-121.92,36.54,33.0,5323.0,887.0,1670.0,740.0,3.9792,468000.0
9800,-121.92,,40.0,2124.0,449.0,,,5.5164,369100.0
9801,-121.94,,30.0,,584.0,,,3.4048,487100.0
9802,,,,,538.0,,419.0,2.7039,364000.0
9803,-121.92,,,,419.0,,,3.7852,
9804,-121.92,36.55,,3494.0,635.0,,,3.6,452800.0
9805,-121.92,36.55,,,483.0,,,3.275,500001.0
9806,-121.95,36.61,,1736.0,250.0,,170.0,6.3835,
9807,-121.93,36.59,25.0,,353.0,,,5.0621,
9808,-121.95,36.6,32.0,3152.0,504.0,,426.0,7.1198,
9809,-121.95,,22.0,,530.0,,,5.8505,417100.0
9810,,36.58,23.0,4911.0,693.0,,,6.777,500000.0
9811,-121.94,36.57,28.0,,409.0,,,14.4113,500001.0
9812,-121.93,36.6,33.0,,683.0,1704.0,663.0,4.0154,
9813,-121.92,36.61,29.0,3735.0,,,,3.1543,253800.0
9814,-121.93,36.62,34.0,,,,,3.725,278000.0
9815,,36.61,,,661.0,,618.0,3.1359,268000.0
9816,-121.93,36.62,,,173.0,,,4.0313,253800.0
9817,-121.92,36.62,52.0,974.0,190.0,,,4.3281,
9818,,,52.0,,191.0,,,3.7614,241700.0
9819,-121.92,,47.0,,401.0,948.0,375.0,3.0379,249300.0
9820,-121.91,36.62,,1431.0,300.0,,,3.2865,240100.0
9821,,36.62,52.0,,199.0,391.0,,2.6713,234600.0
9822,,,52.0,,303.0,,285.0,2.5625,235400.0
9823,-121.92,,52.0,,161.0,313.0,,3.4327,
9824,,36.62,,,271.0,,,2.475,
9825,-121.91,36.62,,724.0,167.0,325.0,155.0,3.3333,247900.0
9826,,,19.0,2371.0,324.0,,,5.9175,240200.0
9827,-121.92,36.62,52.0,,599.0,,,2.5263,286400.0
9828,-121.91,36.62,52.0,,157.0,,,3.5865,290000.0
9829,-121.91,36.62,52.0,,267.0,,,3.7454,
9830,-121.91,36.63,,,194.0,,,2.1776,
9831,-121.93,36.63,,,852.0,1582.0,778.0,3.5147,313900.0
9832,,,,1740.0,342.0,638.0,,3.1912,319800.0
9833,-121.92,,40.0,1076.0,193.0,406.0,,3.4943,
9834,,36.63,,,198.0,,,4.3571,287500.0
9835,-121.92,36.63,,,175.0,,168.0,3.4167,
9836,,,20.0,,554.0,971.0,,3.0383,217300.0
9837,-121.9,36.61,29.0,3412.0,827.0,1574.0,,,
9838,-121.91,36.61,30.0,,597.0,1519.0,,,234600.0
9839,-121.92,36.61,27.0,,352.0,,,4.3,226400.0
9840,-121.92,36.61,21.0,,340.0,834.0,,,243800.0
9841,-121.9,36.6,,1629.0,423.0,,,2.4663,
9842,,36.6,33.0,,649.0,,,2.8727,225000.0
9843,-121.9,36.6,45.0,,,,,,260300.0
9844,,,42.0,,510.0,1023.0,459.0,4.6182,301000.0
9845,-121.9,36.58,31.0,,,,,3.1977,289300.0
9846,,36.59,31.0,,335.0,966.0,,,291300.0
9847,-121.91,36.6,,,410.0,,,5.5519,329500.0
9848,-121.91,36.59,17.0,5039.0,833.0,,,,339100.0
9849,-121.89,36.6,40.0,,164.0,,150.0,2.7917,
9850,-121.89,36.6,19.0,,200.0,,,1.2656,500000.0
9851,,,30.0,,469.0,,375.0,2.5164,178100.0
9852,,36.59,30.0,1822.0,505.0,,,2.6894,179500.0
9853,-121.89,,18.0,,937.0,,,,150000.0
9854,,36.59,32.0,,112.0,262.0,114.0,6.918,
9855,-121.88,36.58,,,871.0,,,4.0432,450000.0
9856,-121.86,,,,991.0,,955.0,5.7578,347700.0
9857,-121.81,36.57,13.0,3030.0,413.0,,,6.9615,500001.0
9858,-121.87,36.61,,,400.0,,,4.2109,278800.0
9859,-121.86,36.6,31.0,,285.0,,,3.038,195300.0
9860,-121.86,36.6,21.0,3634.0,1011.0,,,2.9085,156300.0
9861,-121.86,36.6,33.0,,307.0,,,3.5568,191200.0
9862,-121.85,,21.0,,701.0,,,2.5372,
9863,-121.85,36.59,42.0,891.0,203.0,,,3.3156,
9864,,36.59,34.0,,733.0,,,4.3269,221300.0
9865,,36.61,27.0,,1281.0,3612.0,,3.0542,142100.0
9866,,36.6,,,502.0,1491.0,535.0,4.3472,
9867,-121.84,36.61,26.0,2902.0,761.0,,,2.5663,
9868,-121.84,36.6,30.0,2958.0,691.0,1616.0,666.0,3.4643,191800.0
9869,-121.84,36.61,21.0,2876.0,802.0,,,2.2007,112800.0
9870,-121.84,36.61,,,586.0,,,1.875,122300.0
9871,-121.82,36.61,,,438.0,,,3.8015,169100.0
9872,-121.83,36.61,26.0,3723.0,789.0,2563.0,,3.4531,
9873,-121.83,,27.0,,466.0,1644.0,453.0,,131200.0
9874,-121.83,36.62,,,576.0,,,3.5,162400.0
9875,,36.62,33.0,,398.0,,,2.7708,161800.0
9876,-121.85,,,,717.0,1890.0,,2.4864,140400.0
9877,,36.61,38.0,,,,67.0,,125000.0
9878,,36.63,,,109.0,,,2.5313,108300.0
9879,-121.84,36.62,26.0,,8.0,,,2.225,150000.0
9880,-121.79,,,,6445.0,28566.0,,2.3087,118800.0
9881,-121.8,36.68,18.0,,1957.0,6071.0,,3.0,162200.0
9882,-121.79,,22.0,,1513.0,,,3.0608,
9883,-121.8,36.72,14.0,,407.0,,,5.4508,
9884,,36.69,,,914.0,,,3.4239,194800.0
9885,-121.77,,,,1395.0,,,3.512,
9886,,38.3,,144.0,54.0,,,1.0096,162500.0
9887,-122.29,38.3,52.0,,224.0,,,1.8287,146900.0
9888,,38.3,21.0,,269.0,,,2.7619,154600.0
9889,,38.3,,1128.0,207.0,450.0,197.0,3.3542,154600.0
9890,-122.29,38.3,52.0,,288.0,847.0,,1.6691,183300.0
9891,-122.28,38.29,,1398.0,388.0,,406.0,2.2366,140200.0
9892,,38.29,52.0,3217.0,742.0,,671.0,,163100.0
9893,,38.29,48.0,,477.0,1219.0,,,154000.0
9894,-122.3,38.29,,,318.0,,312.0,2.6518,156100.0
9895,-122.29,,,2308.0,425.0,,,,134200.0
9896,-122.26,38.29,,,160.0,,180.0,6.5799,218100.0
9897,,38.29,36.0,,306.0,,,2.8409,153000.0
9898,-122.28,38.3,23.0,,152.0,245.0,,2.0134,142500.0
9899,,38.29,19.0,,112.0,139.0,,1.9875,325000.0
9900,,38.29,20.0,,795.0,,774.0,3.3021,152700.0
9901,,,,2831.0,502.0,1462.0,,4.5,
9902,,38.28,,1170.0,303.0,,302.0,2.6618,136200.0
9903,-122.26,38.31,33.0,,704.0,,669.0,5.2444,281100.0
9904,,,31.0,,,,,1.9946,
9905,,38.31,44.0,3030.0,589.0,1373.0,,2.9054,155200.0
9906,-122.28,,12.0,4609.0,1005.0,2293.0,,3.4543,194500.0
9907,,,23.0,4312.0,993.0,,,2.7667,153200.0
9908,,38.32,20.0,,486.0,1045.0,,2.5035,153200.0
9909,-122.3,38.31,34.0,1797.0,395.0,,,3.455,137500.0
9910,-122.29,38.31,,,1005.0,,998.0,2.7325,162900.0
9911,-122.28,38.31,52.0,,18.0,,,,166700.0
9912,,38.31,,,754.0,,723.0,2.2721,139800.0
9913,-122.3,38.3,,,809.0,1922.0,736.0,,
9914,-122.31,,19.0,,684.0,1827.0,,4.5293,210400.0
9915,-122.31,,21.0,,344.0,1051.0,,,183300.0
9916,,38.33,15.0,,,,,4.1862,183600.0
9917,-122.31,38.33,,,339.0,956.0,,4.0132,174700.0
9918,-122.31,38.32,,2463.0,421.0,1235.0,,3.7045,161500.0
9919,-122.32,38.33,,851.0,118.0,370.0,,5.0877,209300.0
9920,-122.33,,,,468.0,1303.0,426.0,5.3017,202600.0
9921,,,,,417.0,,,5.8002,238700.0
9922,,,22.0,2483.0,528.0,,,4.0878,164400.0
9923,-122.31,,35.0,,762.0,,,3.285,138100.0
9924,-122.32,38.32,26.0,,498.0,,,5.0,175200.0
9925,-122.33,38.31,,,947.0,,,6.1953,258900.0
9926,-122.31,,25.0,,740.0,,676.0,3.9,187300.0
9927,-122.31,38.31,32.0,,458.0,1172.0,,3.8796,
9928,-122.31,38.3,,,659.0,,,3.6039,126000.0
9929,-122.32,38.29,21.0,,356.0,,,2.3787,177900.0
9930,-122.33,38.29,,3541.0,499.0,,,,269900.0
9931,,38.29,20.0,1789.0,434.0,,,,
9932,-122.3,38.29,25.0,,427.0,,,3.0404,142100.0
9933,,,31.0,1633.0,316.0,,,3.3977,158700.0
9934,-122.31,38.27,34.0,,284.0,,303.0,4.3585,
9935,-122.3,38.27,,,263.0,,,3.6389,130200.0
9936,,,,,880.0,,699.0,3.7188,163400.0
9937,,38.28,35.0,,210.0,,,,269300.0
9938,-122.24,38.25,,,36.0,91.0,33.0,4.9167,187500.0
9939,-122.28,38.22,,,18.0,,25.0,,275000.0
9940,,38.19,13.0,,1259.0,,,4.7472,
9941,-122.25,38.17,34.0,778.0,137.0,,,4.2955,121300.0
9942,-122.23,38.17,45.0,350.0,,,72.0,1.8942,216700.0
9943,,,,,944.0,,,2.9375,106700.0
9944,,38.16,23.0,2840.0,491.0,,,4.0337,130400.0
9945,-122.39,,,1066.0,191.0,,163.0,6.8,240800.0
9946,-122.37,38.33,,1868.0,291.0,,,4.825,195100.0
9947,-122.35,38.3,18.0,3735.0,557.0,,521.0,5.6304,243100.0
9948,-122.33,38.21,33.0,,370.0,,,4.625,228600.0
9949,-122.4,38.34,33.0,1408.0,273.0,,,3.5781,242500.0
9950,-122.33,38.38,28.0,,169.0,,,4.5694,287500.0
9951,-122.4,38.41,,4867.0,1015.0,,1015.0,2.5685,267600.0
9952,-122.32,,20.0,,549.0,1673.0,,5.5718,185200.0
9953,-122.36,,18.0,1808.0,400.0,968.0,370.0,3.7067,
9954,-122.36,38.4,,,546.0,898.0,500.0,2.2536,
9955,-122.18,38.35,24.0,,68.0,,,6.0266,216700.0
9956,-122.21,38.41,,4270.0,654.0,,,5.5266,331300.0
9957,-122.29,38.4,,2024.0,340.0,844.0,309.0,4.7833,361100.0
9958,,38.39,36.0,,122.0,,109.0,6.3427,
9959,-122.28,38.34,,1066.0,190.0,,,3.6389,304000.0
9960,-122.26,38.36,,1821.0,344.0,,179.0,6.9931,398800.0
9961,-122.26,,,2048.0,316.0,780.0,,5.815,339200.0
9962,-122.23,,,,574.0,,537.0,5.5368,325900.0
9963,,38.31,,,301.0,,,6.1089,280800.0
9964,,,,,236.0,548.0,,4.875,336700.0
9965,-122.48,38.48,29.0,,397.0,,322.0,4.6379,348200.0
9966,-122.4,38.46,33.0,,466.0,,,4.635,248500.0
9967,,,18.0,,516.0,,,3.5506,
9968,-122.47,38.51,,928.0,195.0,,,,196900.0
9969,,38.51,,,393.0,,,,247600.0
9970,,,,,,1287.0,,4.3125,276500.0
9971,,38.5,23.0,,415.0,,361.0,,214500.0
9972,-122.45,38.51,,1297.0,337.0,610.0,312.0,1.9441,
9973,-122.4,,24.0,1741.0,289.0,,,3.6118,248400.0
9974,,,,2101.0,390.0,,360.0,3.6429,
9975,-122.45,38.58,34.0,,483.0,,464.0,3.0938,189400.0
9976,-122.47,38.6,20.0,1036.0,202.0,,194.0,5.3698,303300.0
9977,-122.48,38.54,37.0,,359.0,,340.0,4.2096,256600.0
9978,-122.46,38.53,,,331.0,785.0,,3.6641,
9979,-122.27,38.68,,,142.0,,,,98400.0
9980,-122.26,38.57,,509.0,103.0,139.0,73.0,2.1979,152800.0
9981,-122.27,,22.0,,137.0,,103.0,4.4,
9982,-122.18,38.49,15.0,1743.0,366.0,,264.0,3.3393,
9983,-122.52,38.67,,,321.0,,253.0,3.4539,300000.0
9984,-122.59,38.56,43.0,2088.0,379.0,721.0,293.0,4.65,245000.0
9985,-122.57,38.58,,,506.0,,487.0,1.9925,225000.0
9986,,38.59,33.0,1239.0,262.0,,246.0,3.5208,195800.0
9987,-122.58,38.58,,,637.0,,,2.3942,183100.0
9988,-122.59,38.58,18.0,,752.0,,,3.7585,185700.0
9989,-121.07,,,,1319.0,3002.0,1318.0,2.4726,143400.0
9990,-121.07,39.09,17.0,1878.0,345.0,,299.0,2.8864,143100.0
9991,,39.08,13.0,,216.0,,,2.5887,144400.0
9992,,39.09,16.0,1000.0,197.0,508.0,190.0,2.3062,138800.0
9993,-121.12,39.03,17.0,838.0,161.0,388.0,,3.6563,163500.0
9994,,,10.0,,497.0,,,4.4375,
9995,,,10.0,3138.0,524.0,,,4.0775,
9996,-121.07,39.13,8.0,,832.0,,,,155900.0
9997,-121.05,39.11,,,423.0,1143.0,382.0,3.6333,
9998,,,,,526.0,1307.0,,3.463,201700.0
9999,-121.0,39.09,7.0,,84.0,,,3.0781,
10000,-121.08,39.02,13.0,,275.0,,,,209600.0
10001,,39.05,10.0,1813.0,311.0,827.0,,3.6087,182100.0
10002,-121.07,39.04,9.0,,372.0,884.0,,4.5042,206400.0
10003,-121.03,39.05,12.0,,307.0,806.0,,3.9185,195200.0
10004,-121.06,39.04,,1651.0,279.0,633.0,261.0,4.2802,194800.0
10005,-121.06,39.04,15.0,,287.0,,,5.5161,361900.0
10006,,39.03,11.0,,303.0,,,3.8417,187200.0
10007,-121.22,39.11,14.0,,269.0,,228.0,3.0804,156800.0
10008,-121.19,39.05,14.0,,193.0,,178.0,3.9,
10009,-121.14,39.1,13.0,,227.0,,,5.0389,
10010,,39.2,9.0,1431.0,254.0,,,3.045,
10011,,39.15,,,143.0,,,4.0333,161500.0
10012,-121.08,,19.0,,397.0,963.0,,3.7426,
10013,,39.26,,,161.0,,,3.5938,140300.0
10014,-121.18,39.25,,,562.0,,,4.3646,185900.0
10015,-121.2,39.25,,,144.0,,141.0,4.3523,188200.0
10016,-121.18,39.23,8.0,,360.0,,344.0,3.7125,175000.0
10017,-121.21,39.24,,,673.0,,,4.3702,226100.0
10018,-121.2,39.23,,2802.0,447.0,,418.0,,213300.0
10019,-121.18,39.19,16.0,1528.0,,729.0,,2.4688,138800.0
10020,-121.16,,,1006.0,187.0,,185.0,3.1042,
10021,-121.25,39.17,,,189.0,,176.0,,151800.0
10022,,,,,182.0,,,,
10023,-121.15,,,3883.0,763.0,,,2.8102,144400.0
10024,-121.24,39.22,14.0,,163.0,,161.0,2.2917,145100.0
10025,-121.23,39.27,,,224.0,573.0,,3.3603,
10026,-121.07,39.23,,,433.0,,,,113800.0
10027,-121.04,39.24,,1188.0,227.0,,,2.3125,
10028,-121.05,39.23,,,374.0,1053.0,,1.5313,154900.0
10029,-121.06,,,,537.0,982.0,,2.186,132700.0
10030,,,,,422.0,,,2.325,
10031,-121.09,,35.0,2637.0,511.0,,480.0,2.7813,
10032,-121.07,39.22,52.0,,495.0,928.0,,2.425,121100.0
10033,-121.08,39.22,,,,,,2.1419,
10034,-121.08,39.21,,3033.0,590.0,,583.0,2.4811,111800.0
10035,-121.09,,,,439.0,1045.0,419.0,2.6042,
10036,-121.07,39.2,,204.0,62.0,,,1.0,90600.0
10037,-121.02,39.23,,,319.0,642.0,333.0,1.4241,125000.0
10038,,39.22,,1889.0,471.0,,,2.25,112500.0
10039,-121.03,39.21,28.0,,535.0,,,,123100.0
10040,-121.05,39.2,48.0,,389.0,,,2.3125,
10041,-121.06,39.21,,1452.0,309.0,,299.0,2.2083,103900.0
10042,-121.05,39.21,,1264.0,273.0,611.0,,2.535,
10043,,39.22,,1321.0,268.0,,232.0,4.0062,
10044,-120.83,39.27,14.0,,608.0,,,3.67,160100.0
10045,-121.0,39.23,15.0,,450.0,1267.0,408.0,4.0426,191700.0
10046,,39.22,16.0,,275.0,737.0,,2.8942,
10047,-120.99,,15.0,,562.0,1296.0,,,156800.0
10048,-120.93,39.17,13.0,2331.0,464.0,1110.0,,3.6563,164900.0
10049,-120.99,,,,116.0,,,3.6434,155400.0
10050,,,,,457.0,,,3.6607,153000.0
10051,-121.0,,10.0,1170.0,225.0,,,3.2813,163200.0
10052,,39.19,17.0,,167.0,,,,144300.0
10053,,39.17,,2277.0,459.0,1149.0,,3.2303,
10054,-121.02,39.27,52.0,,707.0,,,3.2,
10055,-121.03,,49.0,3739.0,759.0,1422.0,,2.4283,143100.0
10056,,39.26,14.0,810.0,151.0,302.0,,3.1094,136100.0
10057,-121.02,39.25,,,275.0,,249.0,2.2278,155400.0
10058,,39.29,14.0,1864.0,331.0,,,3.4028,171800.0
10059,-120.94,,,,595.0,,,3.5385,
10060,-121.06,,,3127.0,539.0,,,3.9537,172800.0
10061,-120.89,39.3,,2282.0,431.0,974.0,371.0,3.5417,155100.0
10062,-120.99,39.26,16.0,,422.0,,425.0,3.7917,179200.0
10063,,39.39,16.0,,105.0,,,1.6094,79500.0
10064,,,,,326.0,,306.0,2.6341,85000.0
10065,-121.13,,,,705.0,,,2.8102,128900.0
10066,,39.39,18.0,,117.0,152.0,,1.3523,
10067,-120.09,,17.0,,283.0,,,2.125,
10068,,39.33,18.0,,204.0,486.0,,4.119,110900.0
10069,-120.2,39.33,26.0,,379.0,905.0,321.0,3.7841,109500.0
10070,-120.19,39.32,16.0,1536.0,298.0,646.0,,2.3594,155700.0
10071,-120.17,39.32,14.0,,489.0,,,3.5652,119800.0
10072,,39.33,,,141.0,195.0,95.0,0.9283,116300.0
10073,-120.1,39.37,10.0,2325.0,410.0,,373.0,4.5208,117300.0
10074,-120.1,39.33,9.0,,510.0,,412.0,4.3958,124800.0
10075,-120.15,,,,400.0,694.0,243.0,5.6856,138100.0
10076,-120.26,39.32,24.0,,1227.0,780.0,,,122100.0
10077,-120.35,39.34,29.0,,474.0,,,4.0278,
10078,-120.27,39.35,11.0,2520.0,401.0,397.0,,4.665,145600.0
10079,-120.25,,9.0,2739.0,555.0,294.0,,3.1842,
10080,-120.24,,,4195.0,725.0,291.0,,3.4792,
10081,-120.23,,7.0,,358.0,,,4.0481,152300.0
10082,-120.22,,8.0,,281.0,203.0,,4.5882,198400.0
10083,-120.21,,7.0,,159.0,,,4.7917,187500.0
10084,-120.19,39.35,7.0,,395.0,,,5.0622,174100.0
10085,-117.95,33.94,,2851.0,496.0,1287.0,496.0,5.0782,264100.0
10086,-117.96,33.94,34.0,2228.0,399.0,,378.0,4.8906,228900.0
10087,-117.97,,36.0,,338.0,,,4.1205,217000.0
10088,-117.97,33.94,34.0,1632.0,263.0,,,5.5608,255800.0
10089,-117.97,33.94,35.0,1928.0,360.0,,,4.0893,215700.0
10090,,33.93,31.0,1975.0,373.0,,,4.4107,202000.0
10091,,33.93,33.0,,369.0,,362.0,4.5461,194000.0
10092,-117.96,33.93,,,321.0,,,,232800.0
10093,,,29.0,2316.0,522.0,,,3.776,
10094,-117.96,,,2397.0,518.0,,,2.6641,185200.0
10095,-117.94,33.93,33.0,,370.0,1346.0,,4.0833,162500.0
10096,-117.94,33.93,,,319.0,698.0,,3.8194,186000.0
10097,,,14.0,999.0,232.0,,244.0,2.7125,
10098,-117.95,,,,,,,3.4702,161900.0
10099,-117.95,33.93,37.0,2633.0,630.0,1904.0,,2.6123,161300.0
10100,,,,,419.0,,,4.7446,175400.0
10101,-117.97,33.92,,,398.0,1296.0,,5.7796,241300.0
10102,,33.93,35.0,,328.0,,,4.1321,198100.0
10103,-117.97,33.92,24.0,,416.0,,,3.0,251400.0
10104,-117.96,33.92,18.0,3744.0,1027.0,,,3.2158,215000.0
10105,,,18.0,2825.0,660.0,,,3.6106,
10106,-117.94,33.92,28.0,,179.0,,,3.0588,
10107,,33.92,32.0,1661.0,312.0,,,4.0,
10108,-117.95,33.92,11.0,3127.0,706.0,1594.0,694.0,4.3426,141300.0
10109,-117.94,,,,207.0,1038.0,,4.6696,165500.0
10110,,33.92,13.0,2312.0,592.0,,,3.1378,137000.0
10111,,33.94,25.0,,546.0,1452.0,,5.1084,303800.0
10112,,33.94,30.0,,307.0,845.0,309.0,4.5096,
10113,-117.95,,31.0,,431.0,,,4.45,267900.0
10114,,33.94,26.0,,540.0,,520.0,2.2156,145000.0
10115,-117.93,33.94,30.0,2658.0,382.0,1135.0,,6.0516,245000.0
10116,-117.93,33.94,28.0,,719.0,1820.0,,4.225,224700.0
10117,-117.93,,25.0,,534.0,,,3.7933,184400.0
10118,,,,,620.0,,,,267700.0
10119,,33.94,30.0,,394.0,,421.0,4.7813,198200.0
10120,,33.92,34.0,,437.0,1393.0,433.0,4.2443,174400.0
10121,-117.93,33.93,,1128.0,273.0,931.0,234.0,2.8,
10122,-117.93,33.93,33.0,1626.0,378.0,,,2.1944,139600.0
10123,,33.93,,4415.0,890.0,,,3.75,
10124,,33.93,,2578.0,363.0,1207.0,,,291700.0
10125,-117.91,33.94,15.0,,842.0,,787.0,6.3433,350500.0
10126,-117.89,,20.0,,685.0,,,4.7216,227000.0
10127,-117.88,33.93,17.0,,861.0,,,7.6486,306700.0
10128,-117.9,33.93,12.0,4325.0,1191.0,1897.0,1080.0,3.3173,
10129,-117.89,33.92,,2936.0,555.0,,,5.4617,190300.0
10130,-117.9,,27.0,698.0,116.0,,,5.9177,267600.0
10131,-117.91,33.92,,,91.0,,,4.7222,208300.0
10132,-117.91,,27.0,2181.0,501.0,1555.0,,3.6106,
10133,-117.91,,,1763.0,303.0,894.0,,,221700.0
10134,-117.91,33.91,32.0,1530.0,301.0,,,4.125,230200.0
10135,-117.91,33.91,,2249.0,379.0,,,4.9766,267100.0
10136,-117.89,33.92,34.0,1473.0,312.0,1025.0,,3.8333,170400.0
10137,-117.89,33.91,,,224.0,,227.0,3.7321,216500.0
10138,-117.9,,,,257.0,687.0,,3.5403,195400.0
10139,,33.92,,,544.0,1281.0,,3.4954,159500.0
10140,,33.92,14.0,1562.0,373.0,,,,125000.0
10141,-117.89,33.9,,,216.0,,,6.5284,288700.0
10142,,33.9,,1533.0,226.0,,,7.898,
10143,,33.9,,2176.0,414.0,,,4.9743,193500.0
10144,-117.9,,,2885.0,476.0,,,4.9524,226600.0
10145,,33.91,,,804.0,2049.0,,4.3103,201600.0
10146,-117.92,33.92,19.0,,400.0,,,,302100.0
10147,,33.91,33.0,2868.0,382.0,1204.0,,,336900.0
10148,-117.92,33.91,27.0,2558.0,310.0,,,9.5561,411800.0
10149,-117.91,33.9,,,114.0,383.0,,9.3125,293500.0
10150,-117.92,,18.0,2895.0,487.0,,,5.4716,400000.0
10151,,33.9,13.0,,320.0,1010.0,,,337900.0
10152,-117.93,33.91,24.0,1698.0,297.0,,273.0,5.2017,364600.0
10153,-117.9,33.9,18.0,,576.0,,568.0,6.9399,
10154,-117.9,33.88,,,346.0,,,9.0055,375400.0
10155,,33.89,17.0,,192.0,,,13.1107,467600.0
10156,-117.92,33.89,,1859.0,393.0,,,,
10157,-117.97,33.91,,8096.0,1318.0,3853.0,,6.0076,
10158,-117.96,33.9,9.0,1899.0,284.0,,,7.2532,381500.0
10159,-117.95,33.9,,,,,,6.8429,
10160,-117.96,33.9,10.0,,356.0,1213.0,,6.5635,
10161,,33.9,,,347.0,,280.0,,146800.0
10162,-117.96,,25.0,,461.0,,,6.2556,
10163,,33.89,17.0,,247.0,755.0,254.0,6.5764,349000.0
10164,-117.96,33.89,24.0,,252.0,625.0,,4.4375,334100.0
10165,,33.91,18.0,8836.0,1527.0,3946.0,,5.6441,313000.0
10166,,33.9,30.0,,331.0,,,,500001.0
10167,-117.94,33.89,30.0,,404.0,,,6.7528,459600.0
10168,,33.88,35.0,2159.0,343.0,,,5.3738,365100.0
10169,-117.94,33.9,27.0,,242.0,,,9.7956,
10170,-117.98,,,,515.0,,496.0,3.3199,188800.0
10171,-117.98,,29.0,,332.0,,,3.8068,
10172,-117.98,33.86,25.0,,266.0,,,3.875,137500.0
10173,-117.98,33.86,26.0,,285.0,781.0,,4.1287,205800.0
10174,-117.97,33.87,28.0,,440.0,1255.0,433.0,3.7054,169200.0
10175,,33.86,34.0,,490.0,,,3.6006,161700.0
10176,,33.86,35.0,,367.0,1265.0,378.0,3.5855,174300.0
10177,,33.86,12.0,,367.0,,,3.6471,141700.0
10178,-117.96,33.86,35.0,,430.0,,,3.7813,184900.0
10179,-117.96,33.86,35.0,,371.0,,358.0,4.2937,183200.0
10180,,33.87,35.0,,367.0,1152.0,356.0,3.7222,187500.0
10181,-117.95,33.86,35.0,,439.0,1343.0,,4.53,
10182,-117.95,33.86,35.0,,431.0,,427.0,5.2099,191400.0
10183,,33.86,32.0,,505.0,,,,190000.0
10184,-117.94,33.88,46.0,1747.0,312.0,,,5.4217,256000.0
10185,-117.95,33.87,34.0,1599.0,296.0,,,4.285,184900.0
10186,-117.95,33.87,35.0,,383.0,1115.0,,4.4784,
10187,,33.87,,,335.0,746.0,296.0,2.0227,
10188,-117.96,,27.0,890.0,289.0,,200.0,3.141,167500.0
10189,-117.96,33.87,37.0,1785.0,360.0,1155.0,,4.7984,175800.0
10190,-117.95,33.88,,1939.0,355.0,817.0,314.0,3.6705,275000.0
10191,-117.94,,,,493.0,1394.0,,4.6477,194700.0
10192,,33.86,,,312.0,,,2.1432,197500.0
10193,-117.95,33.86,,,343.0,,,5.197,195700.0
10194,,33.86,36.0,,318.0,,,4.5774,182100.0
10195,,,35.0,,225.0,,228.0,4.0288,184000.0
10196,-117.94,33.86,35.0,1235.0,227.0,,,4.6964,183100.0
10197,-117.94,,,2127.0,417.0,,378.0,,
10198,,,52.0,2157.0,362.0,,373.0,5.1237,240000.0
10199,-117.93,33.87,10.0,,488.0,,417.0,1.4803,
10200,-117.94,,46.0,,450.0,,,3.9375,187000.0
10201,-117.94,33.88,,1694.0,296.0,,,,
10202,-117.92,33.87,44.0,,87.0,,,2.1991,191100.0
10203,,33.87,36.0,,285.0,966.0,,2.8438,162500.0
10204,-117.93,,,950.0,229.0,,,2.315,182100.0
10205,,33.88,,,293.0,,260.0,4.0812,
10206,-117.93,33.88,32.0,,359.0,,,7.2893,293500.0
